prompt,entity,status,color,number,location,paint,culture,hand,face,gender,illogical
Three-quarters front view of a blue 1977 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Ford F-150', 'curve', 'road', 'valley')",1,1,1,1,0,1,0,0,0,0
Three-quarters front view of a blue 1977 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Porsche 911', 'curve', 'road', 'valley')",1,1,1,1,0,0,0,0,0,0
Three-quarters front view of a red 1997 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Corvette', 'curve', 'road', 'valley')",1,1,1,1,0,1,0,0,0,0
Three-quarters front view of a red 1997 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Ford F-150', 'curve', 'road', 'valley')",1,1,1,1,0,0,0,0,0,0
Three-quarters front view of a red 1997 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Porsche 911', 'curve', 'road', 'valley')",1,1,1,1,0,0,0,0,0,0
Three-quarters front view of a yellow 2017 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Corvette', 'curve', 'road', 'valley')",1,1,1,1,0,0,0,0,0,0
Three-quarters front view of a yellow 2017 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Ford F-150', 'curve', 'road ', 'valley')",1,1,1,1,0,0,0,0,0,0
Three-quarters front view of a yellow 2017 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Porsche 911', 'curve', 'road', 'valley')",1,1,1,1,0,0,0,0,0,0
Tibetan priests ringing a bell,"('priests', 'bell')",1,0,1,0,0,1,2,2,0,0
Times Square,"('Times Square',)",0,0,0,0,0,0,0,0,0,0
Times Square at night,"('Square',)",0,0,0,0,0,0,0,0,0,0
Times Square during the day,"('Square',)",0,0,0,0,0,0,0,0,0,0
Times Square with thousands of dogs running around,"('Times Square', 'dogs')",1,0,1,1,0,0,0,0,0,0
"To a squirrel, a dog gives an apple.","('squirrel', 'dog', 'apple')",1,0,1,0,0,0,0,0,0,2
toy cars,"('toy cars',)",0,0,0,0,0,0,0,0,0,0
trees seen through a car window on a rainy day,"('trees', 'car window')",0,0,1,1,0,0,0,0,0,0
"trying to find my way in a big confusing world, abstract oil painting","('way', 'world', 'painting')",0,0,0,0,1,0,0,0,0,0
two baseballs next to three tennis balls,"('baseballs', 'tennis balls')",0,0,1,1,0,0,0,0,0,0
two baseballs to the left of three tennis balls,"('baseballs', 'tennis balls')",0,0,1,1,0,0,0,0,0,0
two beat-up baseballs on either side of a yellow basketball,"('baseballs', 'basketball')",0,1,1,1,0,0,0,0,0,0
two cats,"('cats',)",0,0,1,0,0,0,0,0,0,0
two cats doing research,"('cats',)",1,0,1,0,0,0,0,0,0,2
two chairs,"('chairs',)",0,0,1,0,0,0,0,0,0,0
two chemtrails forming an X in blue sky,"('chemtrails', 'X', 'sky')",0,1,1,1,0,0,0,0,0,0
"Two cups of coffee, one with latte art of a heart. The other has latte art of stars.","('coffee', 'latte art', 'heart', 'stars')",0,0,1,0,0,0,0,0,0,0
"Two cups of coffee, one with latte art of a lovely princess. The other has latte art of a frog.","('coffee', 'latte art', 'princess', 'frog')",0,0,1,0,0,0,0,0,0,0
"Two cups of coffee, one with latte art of a map of United States. The other has latte art of a map of Africa.","('coffee', 'map', 'latte art')",0,0,1,0,0,1,0,0,0,0
"Two cups of coffee, one with latte art of the Eiffel tower. The other has latte art of the Statue of Liberty.","('coffee', 'latte art', 'Eiffel tower', 'the Statue of Liberty')",0,0,1,0,0,0,0,0,0,0
"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.","('coffee', 'latte art', 'LOVE', 'PEACE')",0,0,1,1,0,0,0,0,0,0
"Two cups of coffee, one with latte art of yin yang symbol. The other has latte art of a heart.","('coffee', 'latte art', 'symbol', 'heart')",0,0,1,0,0,0,0,0,0,0
two frosted glass bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
two motorcycles facing each other,"('motorcycles',)",1,0,1,1,0,0,0,0,0,0
two parallel chemtrails in blue sky,"('chemtrails', 'sky')",0,1,1,1,0,0,0,0,0,0
two people facing each other,"('people',)",0,0,1,0,0,0,0,2,0,0
two people facing the viewer,"('people', 'viewer')",1,0,1,0,0,0,0,2,0,0
two pianos next to each other,"('pianos',)",0,0,1,1,0,0,0,0,0,0
two red balls,"('balls',)",0,1,1,0,0,0,0,0,0,0
two red balls on a table,"('balls', 'table')",0,1,1,1,0,0,0,0,0,0
two red boxes,"('boxes',)",0,1,1,0,0,0,0,0,0,0
two red flowers and three white flowers,"('flowers',)",0,1,1,0,0,0,0,0,0,0
two runners crossing the finish line together,"('runners', 'finish line')",1,0,1,1,0,0,0,2,0,0
two sets of identical twins,"('twins',)",0,0,1,0,0,0,0,2,0,0
two small circles to the left of a red triangle that is on a green rectangle,"('circles', 'triangle', 'rectangle')",0,1,1,1,0,0,0,0,0,0
two violins standing up,"('violins',)",1,0,1,0,0,0,0,0,0,0
two violins standing up with their bows on the ground in front of them,"('violins', 'bows', 'ground')",1,0,1,1,0,0,0,0,0,0
two wine bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
two wine bottles and three beer cans,"('bottles', 'beer cans')",0,0,1,0,0,0,0,0,0,0
two wooden chairs and three metal chairs,"('chairs',)",0,0,1,0,0,0,0,0,0,0
U.S. 101,"('101',)",0,0,0,0,0,1,0,0,0,0
vibrant portrait painting of Salvador Dal�� with a robotic half face,"('face',)",0,0,1,0,0,0,0,2,0,2
view from below of a tall white ladder with just one rung leaning up against a yellow brick wall,"('view', 'ladder', 'rung', 'wall')",1,1,1,1,0,0,0,0,0,0
view of a clock tower from above,"('view', 'clock tower')",0,0,1,1,0,0,0,0,0,0
view of a clock tower from below,"('view', 'clock tower')",0,0,1,1,0,0,0,0,0,0
view of a clock tower on a cloudy day,"('view ', 'clock tower')",0,0,1,0,0,0,0,0,0,0
view of a giraffe and a zebra in the middle of a field,"('view', 'giraffe', 'zebra', 'field')",0,0,1,1,0,0,0,0,0,0
view of the Great Wall from its base,"('aerial view', 'the Great Wall')",0,0,0,1,0,0,0,0,0,0
water,"('water',)",0,0,0,0,0,0,0,0,0,0
waterfall,"('waterfall',)",0,0,0,0,0,0,0,0,0,0
We painted the wall with cracks.,"('wall', 'cracks')",0,0,0,0,0,0,0,0,0,0
weeds in the cracks of a sidewalk,"('cracks', 'sidewalk', 'weeds')",0,0,1,1,0,0,0,0,0,0
wine bottles,"('bottles',)",0,0,0,0,0,0,0,0,0,0
wood,"('wood',)",0,0,0,0,0,0,0,0,0,0
Wood engraving of the Greek letter Omega,"('Wood engraving', 'letter', 'Omega')",0,0,0,0,0,1,0,0,0,0
world's best brother t-shirt,"('t-shirt',)",0,0,0,0,0,0,0,0,0,0
yin-yang,"('yin-yang',)",0,0,0,0,0,0,0,0,0,0
Zoomed out view of a giraffe and a zebra in the middle of a field covered with colorful flowers,"('view', 'giraffe', 'zebra', 'field', 'flowers')",0,2,1,1,0,0,0,0,0,0
